25,A three-dimensional/stereoscopic display and model control system for Great Lakes forecasts,Vis,1990,C,10.1109/VISUAL.1990.146382,http://dx.doi.org/10.1109/VISUAL.1990.146382,Chieh-Cheng Yen;Keith W. Bedford;Jill Kempf;Robert E. Marshall
26,Spline-based color sequences for univariate bivariate and trivariate mapping,Vis,1990,C,10.1109/VISUAL.1990.146383,http://dx.doi.org/10.1109/VISUAL.1990.146383,Binh Pham
27,Interactive visualization of quaternion Julia sets,Vis,1990,C,10.1109/VISUAL.1990.146384,http://dx.doi.org/10.1109/VISUAL.1990.146384,John C. Hart;Louis H. Kauffman;Dan Sandin
28,A journey into the fourth dimension,Vis,1990,C,10.1109/VISUAL.1990.146385,http://dx.doi.org/10.1109/VISUAL.1990.146385,Yan Ke;E. S. Panduranga
29,Exploring N-dimensional databases,Vis,1990,C,10.1109/VISUAL.1990.146386,http://dx.doi.org/10.1109/VISUAL.1990.146386,Jeffrey LeBlanc;Matthew O. Ward;Norman Wittels
30,Shape coding of multidimensional data on a microcomputer display,Vis,1990,C,10.1109/VISUAL.1990.146387,http://dx.doi.org/10.1109/VISUAL.1990.146387,Jeff Beddow
31,Visualization of irregular multivariate data,Vis,1990,C,10.1109/VISUAL.1990.146388,http://dx.doi.org/10.1109/VISUAL.1990.146388,Thomas A. Foley;David A. Lane
32,Visualizing a scalar field on an N-dimensional lattice,Vis,1990,C,10.1109/VISUAL.1990.146389,http://dx.doi.org/10.1109/VISUAL.1990.146389,Ted Mihalisin;E. Grawlinksi;John Timlin;John Schwegler
33,Ray traced scalar fields with shaded polygonal output,Vis,1990,C,10.1109/VISUAL.1990.146390,http://dx.doi.org/10.1109/VISUAL.1990.146390,Ray J. Meyers;Michael B. Stephenson
34,The application of transport theory to visualization of 3D scalar data fields,Vis,1990,C,10.1109/VISUAL.1990.146391,http://dx.doi.org/10.1109/VISUAL.1990.146391,Wolfgang Krüger
35,Visualization of scalar data defined on a structured grid-applications to petroleum research,Vis,1990,C,10.1109/VISUAL.1990.146392,http://dx.doi.org/10.1109/VISUAL.1990.146392,J. L. Pajon;V. Bui Tran
36,A numerical method for rendering spherical reflections,Vis,1990,C,10.1109/VISUAL.1990.146393,http://dx.doi.org/10.1109/VISUAL.1990.146393,David P. Dobkin;E. S. Panduranga;M. Zhu
37,Superposing images with shadow casting,Vis,1990,C,10.1109/VISUAL.1990.146394,http://dx.doi.org/10.1109/VISUAL.1990.146394,Philip C. Hsu;John Staudhammer
38,Automatic illustration of 3D geometric models: surfaces,Vis,1990,C,10.1109/VISUAL.1990.146395,http://dx.doi.org/10.1109/VISUAL.1990.146395,Debra Dooley;Michael F. Cohen
39,Scattered data interpolation tools in a microcomputer visualization environment,Vis,1990,C,10.1109/VISUAL.1990.146396,http://dx.doi.org/10.1109/VISUAL.1990.146396,Keith Voegele
40,Design of an end-user data visualization system,Vis,1990,C,10.1109/VISUAL.1990.146397,http://dx.doi.org/10.1109/VISUAL.1990.146397,Donald L. Brittain;Josh Aller;Michael Wilson;Sue-Ling C. Wang
41,A system for three-dimensional acoustic 'visualization' in a virtual environment workstation,Vis,1990,C,10.1109/VISUAL.1990.146398,http://dx.doi.org/10.1109/VISUAL.1990.146398,Elizabeth M. Wenzel;Scott S. Fisher;Philip K. Stone;Scott H. Foster
42,An interpersonal multimedia visualization system,Vis,1990,C,10.1109/VISUAL.1990.146399,http://dx.doi.org/10.1109/VISUAL.1990.146399,Richard L. Phillips
43,Techniques for visualizing 3-dimensional manifolds,Vis,1990,C,10.1109/VISUAL.1990.146400,http://dx.doi.org/10.1109/VISUAL.1990.146400,Michael J. Laszlo
44,Accurate display of tensor product isosurfaces,Vis,1990,C,10.1109/VISUAL.1990.146401,http://dx.doi.org/10.1109/VISUAL.1990.146401,Alyn P. Rockwood
45,Parallel coordinates: a tool for visualizing multi-dimensional geometry,Vis,1990,C,10.1109/VISUAL.1990.146402,http://dx.doi.org/10.1109/VISUAL.1990.146402,Alfred Inselberg;Bernard Dimsdale
46,Visualization of free form volumes,Vis,1990,C,10.1109/VISUAL.1990.146403,http://dx.doi.org/10.1109/VISUAL.1990.146403,Dieter Lasser
47,Visualization for nonlinear engineering FEM analysis in manufacturing,Vis,1990,C,10.1109/VISUAL.1990.146412,http://dx.doi.org/10.1109/VISUAL.1990.146412,Gerald W. Edgar
48,Volume microscopy of biological specimens based on non-confocal imaging techniques,Vis,1990,C,10.1109/VISUAL.1990.146413,http://dx.doi.org/10.1109/VISUAL.1990.146413,Stephen L. Senft;Vincent J. Argio;William L. van Zandt
49,Visualization for the information age,Vis,1990,C,10.1109/VISUAL.1990.146414,http://dx.doi.org/10.1109/VISUAL.1990.146414,Laurin Herr
50,Case study in scientific visualization: factors inducing periodic breathing in humans with blunted hypoxic sensitivity,Vis,1990,C,10.1109/VISUAL.1990.146415,http://dx.doi.org/10.1109/VISUAL.1990.146415,Wayne E. Fordyce;Jeffrey Ventrella
51,Interactive investigation of fluid mechanics data sets,Vis,1990,C,10.1109/VISUAL.1990.146416,http://dx.doi.org/10.1109/VISUAL.1990.146416,Steve M. Legensky
52,Real-world applications of visualization solutions,Vis,1990,C,10.1109/VISUAL.1990.146417,http://dx.doi.org/10.1109/VISUAL.1990.146417,David A. Prawel
53,Personal visualization system: applications in research and engineering,Vis,1990,C,10.1109/VISUAL.1990.146418,http://dx.doi.org/10.1109/VISUAL.1990.146418,Quentin E. Dolecek;K. Moorjani;B. F. Kim;D. G. Tilley;Thomas S. Denney Jr.
54,A graphical interface for robotic remediation of underground storage tanks,Vis,1990,C,10.1109/VISUAL.1990.146419,http://dx.doi.org/10.1109/VISUAL.1990.146419,Brian K. Christensen;Lisa M. Desjarlais
55,Scientific visualization from inside the metacomputer,Vis,1991,M,10.1109/VISUAL.1991.175767,http://dx.doi.org/10.1109/VISUAL.1991.175767,Larry L. Smarr
56,Visualizing causal effects in 4D space-time vector fields,Vis,1991,C,10.1109/VISUAL.1991.175770,http://dx.doi.org/10.1109/VISUAL.1991.175770,Deborah Silver;M. Gao;Norman J. Zabusky
57,The virtual windtunnel: An environment for the exploration of three-dimensional unsteady flows,Vis,1991,C,10.1109/VISUAL.1991.175771,http://dx.doi.org/10.1109/VISUAL.1991.175771,Steve Bryson;Creon Levit
58,Volume rendering of flow-visualization point data,Vis,1991,C,10.1109/VISUAL.1991.175772,http://dx.doi.org/10.1109/VISUAL.1991.175772,Paul Gene Swann;Sudhanshu Kumar Semwal
59,A tool for visualizing the topology of three-dimensional vector fields,Vis,1991,C,10.1109/VISUAL.1991.175773,http://dx.doi.org/10.1109/VISUAL.1991.175773,Al Globus;Creon Levit;T. Lasinski
60,Two widely-different architectural approaches to computer image generation,Vis,1991,C,10.1109/VISUAL.1991.175776,http://dx.doi.org/10.1109/VISUAL.1991.175776,H. W. Park;K. S. Eo;D. L. Kim;B. K. Choi;Yongmin Kim 0001;T. Alexander
61,Fast rotation of volume data on parallel architectures,Vis,1991,C,10.1109/VISUAL.1991.175777,http://dx.doi.org/10.1109/VISUAL.1991.175777,Peter Schröder;James B. Salem
62,Achieving direct volume visualization with interactive semantic region selection,Vis,1991,C,10.1109/VISUAL.1991.175778,http://dx.doi.org/10.1109/VISUAL.1991.175778,Terry S. Yoo;Ulrich Neumann;Henry Fuchs;Stephen M. Pizer;Tim J. Cullip;John Rhoades;Ross T. Whitaker
63,Span filtering: an optimization scheme for volume visualization of large finite element models,Vis,1991,C,10.1109/VISUAL.1991.175780,http://dx.doi.org/10.1109/VISUAL.1991.175780,Richard S. Gallagher
64,Visualization of equations in an interactive environment,Vis,1991,C,10.1109/VISUAL.1991.175781,http://dx.doi.org/10.1109/VISUAL.1991.175781,David Watson;Jakub Wejchert;David W. Williams;Bri M. Collins
65,The asymptotic decider: resolving the ambiguity in marching cubes,Vis,1991,C,10.1109/VISUAL.1991.175782,http://dx.doi.org/10.1109/VISUAL.1991.175782,Gregory M. Nielson;Bernd Hamann
66,Acoustic imaging: the reconstruction of underwater objects,Vis,1991,C,10.1109/VISUAL.1991.175784,http://dx.doi.org/10.1109/VISUAL.1991.175784,Lawrence J. Rosenblum;Behzad Kamgar-Parsi;Edward O. Belcher;Ola Engelsen
67,Computer assisted sphere packing in higher dimensions,Vis,1991,C,10.1109/VISUAL.1991.175785,http://dx.doi.org/10.1109/VISUAL.1991.175785,Nelson L. Max
68,The electronic structure of oxygen in silicon as revealed by volume visualization of Ab initio calculations,Vis,1991,C,10.1109/VISUAL.1991.175786,http://dx.doi.org/10.1109/VISUAL.1991.175786,Robert H. Wolfe;Mark Needels;John D. Joannopoulos
69,Golf green visualization,Vis,1991,C,10.1109/VISUAL.1991.175787,http://dx.doi.org/10.1109/VISUAL.1991.175787,William E. Lorensen;Boris Yamron
70,The stream polygon: A technique for 3D vector field visualization,Vis,1991,C,10.1109/VISUAL.1991.175789,http://dx.doi.org/10.1109/VISUAL.1991.175789,William J. Schroeder;Christopher R. Volpe;William E. Lorensen
71,The hyperbox,Vis,1991,C,10.1109/VISUAL.1991.175790,http://dx.doi.org/10.1109/VISUAL.1991.175790,Bowen Alpern;Larry Carter
72,Gray scale diagrams as business charts,Vis,1991,C,10.1109/VISUAL.1991.175791,http://dx.doi.org/10.1109/VISUAL.1991.175791,W. R. Feeney
73,Shadowed hedgehogs: a technique for visualizing 2D slices of 3D vector fields,Vis,1991,C,10.1109/VISUAL.1991.175792,http://dx.doi.org/10.1109/VISUAL.1991.175792,R. Victor Klassen;Steven J. Harrington
74,Interactive data visualization using focusing and linking,Vis,1991,C,10.1109/VISUAL.1991.175794,http://dx.doi.org/10.1109/VISUAL.1991.175794,Andreas Buja;John Alan McDonald;J. Michalak;Werner Stuetzle
75,Color icons: merging color and texture perception for integrated visualization of multiple parameters,Vis,1991,C,10.1109/VISUAL.1991.175795,http://dx.doi.org/10.1109/VISUAL.1991.175795,Haim Levkowitz
76,Visualization and analysis of multi-variate data: a technique for all fields,Vis,1991,C,10.1109/VISUAL.1991.175796,http://dx.doi.org/10.1109/VISUAL.1991.175796,Ted Mihalisin;John Timlin;John Schwegler
77,The visual comparison of three sequences,Vis,1991,C,10.1109/VISUAL.1991.175797,http://dx.doi.org/10.1109/VISUAL.1991.175797,Kenneth P. Hinkley;Matthew O. Ward
78,Enhanced visualization of multi-dimensional structures. Applications in positron emission tomography and climate data,Vis,1991,C,10.1109/VISUAL.1991.175799,http://dx.doi.org/10.1109/VISUAL.1991.175799,Nahum D. Gershon
79,Topographical mapping of brain electrical activity,Vis,1991,C,10.1109/VISUAL.1991.175800,http://dx.doi.org/10.1109/VISUAL.1991.175800,S. K. Law;P. L. Nunez;A. F. Westdorp;A. V. Nelson;K. L. Pilgreen
80,In vivo blood flow visualization with magnetic resonance imaging,Vis,1991,C,10.1109/VISUAL.1991.175801,http://dx.doi.org/10.1109/VISUAL.1991.175801,Guang-Zhong Yang;Peter Burger;Philip J. Kilner;Raad Mohiaddin
81,Visualizing 4-D medical ultrasound data,Vis,1991,C,10.1109/VISUAL.1991.175802,http://dx.doi.org/10.1109/VISUAL.1991.175802,Nils Thune;Bjørn Olstad
82,Multi-valued volumetric visualization,Vis,1991,C,10.1109/VISUAL.1991.175804,http://dx.doi.org/10.1109/VISUAL.1991.175804,Thomas A. Foley;David A. Lane
83,Realistic volume imaging,Vis,1991,C,10.1109/VISUAL.1991.175805,http://dx.doi.org/10.1109/VISUAL.1991.175805,Roni Yagel;Arie E. Kaufman;Qiang Zhang
84,A fast ray tracing casting algorithm using adaptive isotriangular subdivision,Vis,1991,C,10.1109/VISUAL.1991.175806,http://dx.doi.org/10.1109/VISUAL.1991.175806,Renben Shu;Alan Liu
85,NetV: an experimental network-based volume visualization system,Vis,1991,C,10.1109/VISUAL.1991.175807,http://dx.doi.org/10.1109/VISUAL.1991.175807,T. Todd Elvins;David R. Nadeau
86,Interactive data exploration with a supercomputer,Vis,1991,C,10.1109/VISUAL.1991.175809,http://dx.doi.org/10.1109/VISUAL.1991.175809,Stuart Smith;Georges G. Grinstein;R. Daniel Bergeron
87,Run-time visualization of program data,Vis,1991,C,10.1109/VISUAL.1991.175810,http://dx.doi.org/10.1109/VISUAL.1991.175810,Allan Tuchman;David Jablonowski;George Cybenko
88,A scientific visualization synthesizer,Vis,1991,C,10.1109/VISUAL.1991.175811,http://dx.doi.org/10.1109/VISUAL.1991.175811,Roger Crawfis;M. J. Allison
89,Integration of visualization and scientific calculation in a software system,Vis,1991,C,10.1109/VISUAL.1991.175812,http://dx.doi.org/10.1109/VISUAL.1991.175812,Ulrich Lang;Ruth E. Lang;Roland Rühle
90,Image handling in a multi-vendor environment,Vis,1991,C,10.1109/VISUAL.1991.175814,http://dx.doi.org/10.1109/VISUAL.1991.175814,David R. Nadeau;T. Todd Elvins;Michael J. Bailey
91,Tree-maps: a space-filling approach to the visualization of hierarchical information structures,Vis,1991,C,10.1109/VISUAL.1991.175815,http://dx.doi.org/10.1109/VISUAL.1991.175815,Brian Johnson;Ben Shneiderman
92,How shall we connect our software tools?,Vis,1991,C,10.1109/VISUAL.1991.175816,http://dx.doi.org/10.1109/VISUAL.1991.175816,Eric Grosse
93,A data model for scientific visualization with provisions for regular and irregular grids,Vis,1991,C,10.1109/VISUAL.1991.175818,http://dx.doi.org/10.1109/VISUAL.1991.175818,Robert B. Haber;Bruce Lucas;Nancy S. Collins
94,Cooperative computer-aided design of scientific visualizations,Vis,1991,C,10.1109/VISUAL.1991.175819,http://dx.doi.org/10.1109/VISUAL.1991.175819,Sandeep Kochhar;Mark Friedell;Mark Vincent LaPolla
95,Deixis and the future of visualization excellence,Vis,1991,C,10.1109/VISUAL.1991.175820,http://dx.doi.org/10.1109/VISUAL.1991.175820,William C. Hill;James D. Hollan
96,Visualizing the fourth dimension using geometry and light,Vis,1991,C,10.1109/VISUAL.1991.175821,http://dx.doi.org/10.1109/VISUAL.1991.175821,Andrew J. Hanson;Pheng-Ann Heng
97,Applying 3D visualization techniques to finite element analysis,Vis,1991,M,10.1109/VISUAL.1991.175823,http://dx.doi.org/10.1109/VISUAL.1991.175823,Richard S. Gallagher;Robert B. Haber;Gordon Ferguson;David Parker;Douglas W. Stillman;James Winget
98,Color vs. black-and-white in visualization,Vis,1991,M,10.1109/VISUAL.1991.175824,http://dx.doi.org/10.1109/VISUAL.1991.175824,Haim Levkowitz;Richard A. Holub;Gary W. Meyer;Philip K. Robertson
99,Remote visualization: challenges and opportunities,Vis,1991,M,10.1109/VISUAL.1991.175825,http://dx.doi.org/10.1109/VISUAL.1991.175825,Guru M. Parulkar;Jack Bowie;Hans-Werner Braun;Roch Guerin;Daniel Stevenson
100,How visualization applications drive tool selection: one product can't do it all,Vis,1991,M,10.1109/VISUAL.1991.175826,http://dx.doi.org/10.1109/VISUAL.1991.175826,D. Prawel;M. Brown;C. Harris;R. Kriz;M. Vigil
101,Multimedia environments for scientists,Vis,1991,M,10.1109/VISUAL.1991.175827,http://dx.doi.org/10.1109/VISUAL.1991.175827,Meera M. Blattner;Georges Grinstein;Ephraim P. Glinert;William Hill;Creon Levit;Stuart Smith
102,Volume visualization comes of age: the state of the art in technology and application,Vis,1991,M,10.1109/VISUAL.1991.175828,http://dx.doi.org/10.1109/VISUAL.1991.175828,Vincent Argiro;Mary Whitton;Alan Evans;Wulf Massell;Stephen Paddock;Elliot Fishman
103,Visualisation tools for semiconductor modelling software,Vis,1991,C,10.1109/VISUAL.1991.175830,http://dx.doi.org/10.1109/VISUAL.1991.175830,Duncan Stevenson
104,Visualizing chemical kinetics in fractal domains,Vis,1991,C,10.1109/VISUAL.1991.175831,http://dx.doi.org/10.1109/VISUAL.1991.175831,Neal E. Hurlburt;Lola W. Anacker;Raoul Kopelman
105,Multidimensional real time visualization on personal computers,Vis,1991,C,10.1109/VISUAL.1991.175832,http://dx.doi.org/10.1109/VISUAL.1991.175832,Quentin E. Dolecek
106,Advanced visualization on desktop workstations,Vis,1991,C,10.1109/VISUAL.1991.175833,http://dx.doi.org/10.1109/VISUAL.1991.175833,Steve M. Legensky
107,Distributed visualization using workstations supercomputers and high speed networks,Vis,1991,C,10.1109/VISUAL.1991.175834,http://dx.doi.org/10.1109/VISUAL.1991.175834,David W. Robertson;V. L. Jacobson;William E. Johnston;S. C. Loken;E. H. Theil;B. L. Tieney
108,Designing a distributed scientific visualization tool,Vis,1991,C,10.1109/VISUAL.1991.175835,http://dx.doi.org/10.1109/VISUAL.1991.175835,L. van der Sluis
109,Experiments with interdisciplinary projects and scientific visualization applications at the undergraduate level,Vis,1991,C,10.1109/VISUAL.1991.175836,http://dx.doi.org/10.1109/VISUAL.1991.175836,Nan C. Schaller
110,Visualization in computational fluid dynamics: a case study,Vis,1991,C,10.1109/VISUAL.1991.175837,http://dx.doi.org/10.1109/VISUAL.1991.175837,Robert Haimes;David L. Darmofal
111,Visualizing environmental data for program decision support,Vis,1991,C,10.1109/VISUAL.1991.175838,http://dx.doi.org/10.1109/VISUAL.1991.175838,J. Burnetti;R. Manley;W. Mitchell;D. Varnadore
112,Visualizing a three dimensional hydrodynamic model,Vis,1992,C,10.1109/VISUAL.1992.235173,http://dx.doi.org/10.1109/VISUAL.1992.235173,C. S. Jones;J. A. Baca
113,Case study: visualizing classical problems in CFD,Vis,1992,C,10.1109/VISUAL.1992.235174,http://dx.doi.org/10.1109/VISUAL.1992.235174,Norman J. Zabusky;Deborah Silver
114,Visualization requirements in the atmospheric and environmental sciences (five case study reports),Vis,1992,C,10.1109/VISUAL.1992.235175,http://dx.doi.org/10.1109/VISUAL.1992.235175,Theresa-Marie Rhyne;Mark Bolstad;Penny Rheingans;Lynne Petterson;Walter Shackelford;Mike E. Botts;E. Pepke;K. W. Johnson;William L. Hibbard;Charles R. Dyer;Brian E. Paul;Lloyd Treinish
115,Visualizing seafloor structures with satellite gravity measurements,Vis,1992,C,10.1109/VISUAL.1992.235176,http://dx.doi.org/10.1109/VISUAL.1992.235176,J. McLeod;C. Small
116,The microscopist's workstation,Vis,1992,C,10.1109/VISUAL.1992.235177,http://dx.doi.org/10.1109/VISUAL.1992.235177,Philip J. Mercurio;T. Todd Elvins;Stephen J. Young
117,Visualization of cardiac bioelectricity-a case study,Vis,1992,C,10.1109/VISUAL.1992.235178,http://dx.doi.org/10.1109/VISUAL.1992.235178,Robert S. MacLeod;N. E. Harrison;Christopher R. Johnson 0001;Michael A. Matheson
118,Visualization in anthropology: reconstruction of human fossils from multiple pieces,Vis,1992,C,10.1109/VISUAL.1992.235179,http://dx.doi.org/10.1109/VISUAL.1992.235179,Alan D. Kalvin;David Dean;Jean-Jaques Hublin;M. Braun
119,Visualization of neutron scattering data using AVS,Vis,1992,C,10.1109/VISUAL.1992.235180,http://dx.doi.org/10.1109/VISUAL.1992.235180,R. Popovic
120,Visualizing the Universe,Vis,1992,C,10.1109/VISUAL.1992.235181,http://dx.doi.org/10.1109/VISUAL.1992.235181,M. J. Geller;E. E. Flaco;D. G. Fabricant;B. Estus
121,Object-oriented dataflow visualization system-a paradigm shift?,Vis,1992,M,10.1109/VISUAL.1992.235182,http://dx.doi.org/10.1109/VISUAL.1992.235182,William Ribarsky;Bob Brown;Terry Myerson;Richard Feldmann;Stuart Smith;Lloyd Treinish
122,Visualization in the neurosciences: utility in research teaching and clinical practice,Vis,1992,M,10.1109/VISUAL.1992.235183,http://dx.doi.org/10.1109/VISUAL.1992.235183,Stuart A. Tobet;Joan C. King;Steven L. Wertheim;Frank H. Duffy
123,Real virtual environment applications-now,Vis,1992,M,10.1109/VISUAL.1992.235184,http://dx.doi.org/10.1109/VISUAL.1992.235184,Paul T. Breen;Georges G. Grinstein;David W. Mizell;Richard M. Satava;Bradford Smith;Michael M. Stephens;David Zeltzer
124,Improving visualization: theoretical and empirical foundations,Vis,1992,M,10.1109/VISUAL.1992.235185,http://dx.doi.org/10.1109/VISUAL.1992.235185,Stephen M. Kosslyn;Nahum D. Gershon;Haim Levkowitz;Justin D. Pearlman
125,Grand challenge problems in visualization software,Vis,1992,M,10.1109/VISUAL.1992.235186,http://dx.doi.org/10.1109/VISUAL.1992.235186,Lloyd A. Treinish;David M. Butler;Hikmet Senay;Georges G. Grinstein;Steve T. Bryson
126,Techniques for managing very large scientific databases,Vis,1992,M,10.1109/VISUAL.1992.235187,http://dx.doi.org/10.1109/VISUAL.1992.235187,William J. Campbell;George Fekete;Robert F. Cromp;Ray Wall;Michael Goldberg
127,Visualizing n-dimensional implications of two-dimensional design decisions,Vis,1992,C,10.1109/VISUAL.1992.235188,http://dx.doi.org/10.1109/VISUAL.1992.235188,Stephen M. Ervin
128,Interactive terrain rendering and volume visualization on the Princeton Engine,Vis,1992,C,10.1109/VISUAL.1992.235189,http://dx.doi.org/10.1109/VISUAL.1992.235189,James T. Kaba;J. Matey;Gordon Stoll;Herb Taylor;Pat Hanrahan
129,A voxel-based forward projection algorithm for rendering surface and volumetric data,Vis,1992,C,10.1109/VISUAL.1992.235190,http://dx.doi.org/10.1109/VISUAL.1992.235190,John R. Wright;Julia C. Hsieh
130,Optimizing triangulations by curvature equalization,Vis,1992,C,10.1109/VISUAL.1992.235191,http://dx.doi.org/10.1109/VISUAL.1992.235191,Lori L. Scarlatos;Theodosios Pavlidis
131,Visualization of high resolution three-dimensional nonlinear finite element analyses,Vis,1992,C,10.1109/VISUAL.1992.235192,http://dx.doi.org/10.1109/VISUAL.1992.235192,Mark A. Christon;T. Spelce
132,Visualization of second order tensor fields and matrix data,Vis,1992,C,10.1109/VISUAL.1992.235193,http://dx.doi.org/10.1109/VISUAL.1992.235193,Thierry Delmarcelle;Lambertus Hesselink
133,Volume warping,Vis,1992,C,10.1109/VISUAL.1992.235194,http://dx.doi.org/10.1109/VISUAL.1992.235194,T. J. True;J. F. Hughes
134,Network video device control,Vis,1992,C,10.1109/VISUAL.1992.235195,http://dx.doi.org/10.1109/VISUAL.1992.235195,David R. Nadeau;Michael J. Bailey
135,Virtual spacetime: an environment for the visualization of curved spacetimes via geodesic flows,Vis,1992,C,10.1109/VISUAL.1992.235196,http://dx.doi.org/10.1109/VISUAL.1992.235196,Steve Bryson
136,Automated design of virtual worlds for visualizing multivariate relations,Vis,1992,C,10.1109/VISUAL.1992.235197,http://dx.doi.org/10.1109/VISUAL.1992.235197,Clifford Beshers;Steven K. Feiner
137,Visualization for the document space,Vis,1992,C,10.1109/VISUAL.1992.235198,http://dx.doi.org/10.1109/VISUAL.1992.235198,X. Lin
138,Visualization of fuzzy data using generalized animation,Vis,1992,C,10.1109/VISUAL.1992.235199,http://dx.doi.org/10.1109/VISUAL.1992.235199,Nahum D. Gershon
139,Surface curvature analysis using color,Vis,1992,C,10.1109/VISUAL.1992.235200,http://dx.doi.org/10.1109/VISUAL.1992.235200,L. R. Seidenberg;Robert B. Jerard;J. Megewick
140,Color change and control of quantitative data display,Vis,1992,C,10.1109/VISUAL.1992.235201,http://dx.doi.org/10.1109/VISUAL.1992.235201,Penny Rheingans
141,SuperGlue: a programming environment for scientific visualization,Vis,1992,C,10.1109/VISUAL.1992.235202,http://dx.doi.org/10.1109/VISUAL.1992.235202,Jeff P. Hultquist;E. L. Raible
