Bernd Hamann,Eduardo Bringa,1
Bernd Hamann,Andrew Higginbotham,1
Bernd Hamann,Mathias Hummel,1
Bernd Hamann,Sean Williams,1
Bernd Hamann,Mark Petersen,1
Bernd Hamann,Matthew Hecht,1
Bernd Hamann,James P. Ahrens,1
Bernd Hamann,Mario Hlawitschka,1
Bernd Hamann,Rolf Westerteiger,1
Bernd Hamann,Tracy Compton,1
Bernd Hamann,Tony Bernardin,1
Bernd Hamann,Eric S. Cowgill,1
Bernd Hamann,Klaus Gwinner,1
Bernd Hamann,Andreas Gerndt,1
Bernd Hamann,Daniel Engel,1
Bernd Hamann,Klaus Greff,1
Bernd Hamann,Keith Bein,1
Bernd Hamann,Anthony S. Wexler,1
Bernd Hamann,Katherine E. Isaacs,1
Bernd Hamann,Ilir Jusufi,1
Bernd Hamann,Todd Gamblin,1
Bernd Hamann,Abhinav Bhatele,1
Bernd Hamann,Martin Schulz 0001,1
Del Lamb,Amit Bandopadhay,1
James V. Miller,David E. Breen,1
James V. Miller,Michael J. Wozny,1
David E. Breen,Michael J. Wozny,1
David E. Breen,Zoë J. Wood,1
David E. Breen,Peter Schröder,1
David E. Breen,Mathieu Desbrun,1
David E. Breen,Marcel Gavriliu,1
David E. Breen,Joel Carranza,1
David E. Breen,Alan H. Barr,1
David E. Breen,Ken Museth,2
David E. Breen,Leonid Zhukov,1
David E. Breen,Ross T. Whitaker,1
David E. Breen,Ola Nilsson,1
Ping-Kang Hsiung,Robert H. Thibadeau,1
Ping-Kang Hsiung,Christopher B. Cox,1
Ping-Kang Hsiung,Robert H. P. Dunn,1
Ping-Kang Hsiung,Michael Wu,1
Ping-Kang Hsiung,Paul Andrew Olbrich,1
Robert H. Thibadeau,Christopher B. Cox,1
Robert H. Thibadeau,Robert H. P. Dunn,1
Robert H. Thibadeau,Michael Wu,1
Robert H. Thibadeau,Paul Andrew Olbrich,1
Christopher B. Cox,Robert H. P. Dunn,1
Christopher B. Cox,Michael Wu,1
Christopher B. Cox,Paul Andrew Olbrich,1
Robert H. P. Dunn,Michael Wu,1
Robert H. P. Dunn,Paul Andrew Olbrich,1
Michael Wu,Paul Andrew Olbrich,1
Richard A. Becker,Stephen G. Eick,1
Richard A. Becker,Eileen O. Miller,1
Richard A. Becker,Allan R. Wilks,1
Stephen G. Eick,Eileen O. Miller,1
Stephen G. Eick,Allan R. Wilks,1
Stephen G. Eick,Joseph L. Steffen,1
Stephen G. Eick,Graham J. Wills,1
Stephen G. Eick,Kenneth C. Cox,1
Stephen G. Eick,Mei C. Chuah,1
Stephen G. Eick,Alan Keahey,1
Stephen G. Eick,Diane Cluxton,1
Stephen G. Eick,Jie Yun,1
Stephen G. Eick,Parthasarathy Krishnaswamy,1
Stephen G. Eick,Robert L. Grossman,1
Stephen G. Eick,Justin Mauger,1
Stephen G. Eick,Alan Ratner,1
Stephen G. Eick,M. Andrew Eick,1
Stephen G. Eick,Jesse Fugitt,1
Stephen G. Eick,Brian Horst,1
Stephen G. Eick,Maxim Khailo,1
Stephen G. Eick,Russell A. Lankenau,1
Eileen O. Miller,Allan R. Wilks,1
Andrew J. Hanson,Pheng-Ann Heng,4
Andrew J. Hanson,B. C. Kaplan,1
Andrew J. Hanson,Robert A. Cross,2
Andrew J. Hanson,Hui Ma,2
Andrew J. Hanson,Tamara Munzner,1
Andrew J. Hanson,David Banks,1
Andrew J. Hanson,George Francis,1
Andrew J. Hanson,Loki Jörgenson,1
Andrew J. Hanson,Eric A. Wernert,3
Andrew J. Hanson,Marcus A. Magnor,1
Andrew J. Hanson,Kristian Hildebrand,1
Andrew J. Hanson,Andrei Lintu,1
Andrew J. Hanson,Hui Zhang 0006,2
Andrew J. Hanson,Yinggang Li,2
Andrew J. Hanson,Chi-Wing Fu,4
Andrew J. Hanson,Hongwei Li,2
Andrew J. Hanson,Alan Chu,1
Pheng-Ann Heng,B. C. Kaplan,1
Pheng-Ann Heng,Wenli Cai,1
Pheng-Ann Heng,Alan Chu,1
Pheng-Ann Heng,Chi-Wing Fu,1
Bowen Alpern,Larry Carter,3
Bowen Alpern,Ted Selker,1
Bowen Alpern,M. Grayson,1
Bowen Alpern,C. Pelkie,1
Larry Carter,Ted Selker,1
Larry Carter,M. Grayson,1
Larry Carter,C. Pelkie,1
Philip K. Robertson,Haim Levkowitz,1
Philip K. Robertson,Richard A. Holub,1
Philip K. Robertson,Gary W. Meyer,1
Philip K. Robertson,Peter A. Fletcher,1
G. David Kerlick,E. Kirby,1
Gerald L. Lohse,Henry H. Rueter,1
Gerald L. Lohse,Kevin Biolsi,1
Gerald L. Lohse,Neff Walker,1
Gerald L. Lohse,A. Ravishankar Rao,1
Henry H. Rueter,Kevin Biolsi,1
Henry H. Rueter,Neff Walker,1
Kevin Biolsi,Neff Walker,1
Stephen Wehrend,Clayton Lewis,1
Nahum D. Gershon,Stephen M. Kosslyn,1
Nahum D. Gershon,Haim Levkowitz,1
Nahum D. Gershon,Justin D. Pearlman,1
Nahum D. Gershon,Joshua LeVasseur,1
Nahum D. Gershon,Joel Winstead,1
Nahum D. Gershon,J. Croall,1
Nahum D. Gershon,A. Pernicks,1
Nahum D. Gershon,William Ruh,1
Nahum D. Gershon,Robert Braham,1
Nahum D. Gershon,F. David Fracchia,1
Nahum D. Gershon,Andrew S. Glassner,1
Nahum D. Gershon,Barbara Mones-Hattal,1
Nahum D. Gershon,Russ Rose,1
Kalpathi R. Subramanian,Donald S. Fussell,1
Kalpathi R. Subramanian,Bruce F. Naylor,1
Kalpathi R. Subramanian,Joshua Foster,1
Kalpathi R. Subramanian,Robert Herring,1
Kalpathi R. Subramanian,Gail-Joon Ahn,1
Arie E. Kaufman,Roni Yagel,2
Arie E. Kaufman,Reuven Bakalash,1
Arie E. Kaufman,I. Spector,1
Arie E. Kaufman,Qiang Zhang,1
Arie E. Kaufman,Ricardo S. Avila,2
Arie E. Kaufman,Lisa M. Sobierajski,2
Arie E. Kaufman,Sidney W. Wang,4
Arie E. Kaufman,Taosong He,8
Arie E. Kaufman,Cláudio T. Silva,3
Arie E. Kaufman,Lichan Hong,7
Arie E. Kaufman,Hanspeter Pfister,5
Arie E. Kaufman,Xiaoyang Mao,2
Arie E. Kaufman,Joseph S. B. Mitchell,1
Arie E. Kaufman,Amitabh Varshney,2
Arie E. Kaufman,Ramin Shahidi,1
Arie E. Kaufman,William E. Lorensen,2
Arie E. Kaufman,Ron Kikinis,1
Arie E. Kaufman,John Flynn,1
Arie E. Kaufman,Sandy Napel,1
Arie E. Kaufman,Günter Knittel,1
Arie E. Kaufman,Jürgen Hesser,1
Arie E. Kaufman,John C. Goble,1
Arie E. Kaufman,Yong Zhou,2
Arie E. Kaufman,Baoquan Chen,3
Arie E. Kaufman,Tzi-cker Chiueh,1
Arie E. Kaufman,Chuan-Kai Yang,1
Arie E. Kaufman,Suya You,1
Arie E. Kaufman,Ming Wan,8
Arie E. Kaufman,Kittiboon Junyaprasert,1
Arie E. Kaufman,Shigeru Muraki,1
Arie E. Kaufman,Mark Wax,2
Arie E. Kaufman,Zhengrong Liang,2
Arie E. Kaufman,Marty Brady,1
Arie E. Kaufman,Frederick L. Kitson,1
Arie E. Kaufman,Frank Dachille,2
Arie E. Kaufman,Kevin Kreeger,1
Arie E. Kaufman,J. Edward Swan II,1
Arie E. Kaufman,Eddy Kuo,1
Arie E. Kaufman,Steve Bryson,1
Arie E. Kaufman,Qingyu Tang,1
Arie E. Kaufman,Sarang Lakare,2
Arie E. Kaufman,Mie Sato,2
Arie E. Kaufman,Ingmar Bitter,1
Arie E. Kaufman,Michael A. Bender,1
Arie E. Kaufman,Kevin T. McDonnell,1
Arie E. Kaufman,Huamin Qu,2
Arie E. Kaufman,Jiafa Qin,1
Arie E. Kaufman,Xiaoming Wei,4
Arie E. Kaufman,Timothy J. Hallman,1
Arie E. Kaufman,Aamir Sadiq,1
Arie E. Kaufman,Wei Li 0004,2
Arie E. Kaufman,Klaus Mueller,6
Arie E. Kaufman,Hui Xie,1
Arie E. Kaufman,Jianning Wang,3
Arie E. Kaufman,Jing Hua,1
Arie E. Kaufman,Hong Qin,2
Arie E. Kaufman,Ye Zhao,3
Arie E. Kaufman,Zhe Fan,3
Arie E. Kaufman,Ran Shao,1
Arie E. Kaufman,Ankush Kumar,1
Arie E. Kaufman,Feng Qiu,3
Arie E. Kaufman,Haik Lorenz,1
Arie E. Kaufman,Suzanne Yoakum-Stover,1
Arie E. Kaufman,Nan Zhang 0011,1
Arie E. Kaufman,Wei Hong,2
Arie E. Kaufman,Lujin Wang,1
Arie E. Kaufman,Manuel Menezes de Oliveira Neto,1
Arie E. Kaufman,Susan Brennan,1
Arie E. Kaufman,Gregory J. Zelinsky,1
Arie E. Kaufman,I. V. Ramakrishnan,1
Arie E. Kaufman,David Scott Warren,1
Arie E. Kaufman,Haitao Zhang,1
Arie E. Kaufman,Fang Xu,1
Arie E. Kaufman,Neophytos Neophytou,1
Arie E. Kaufman,Wei Zeng,2
Arie E. Kaufman,Joseph Marino,3
Arie E. Kaufman,Krishna Chaitanya Gurijala,3
Arie E. Kaufman,Xianfeng Gu,4
Arie E. Kaufman,Lei Wang 0024,1
Arie E. Kaufman,Charilaos Papadopoulos,2
Arie E. Kaufman,Xin Zhao,1
Arie E. Kaufman,Zhengyu Su,1
Arie E. Kaufman,Jian Sun,1
Arie E. Kaufman,Jie Gao,1
Arie E. Kaufman,Feng Luo 0002,1
Arie E. Kaufman,Rui Shi,1
Arie E. Kaufman,Ievgeniia Gutenko,2
Arie E. Kaufman,Saad Nadeem,2
Arie E. Kaufman,Konstantin Dmitriev,1
Arie E. Kaufman,Matthew Barish,1
Arie E. Kaufman,Ji Hwan Park,1
Arie E. Kaufman,Seyedkoosha Mirhosseini,1
Roni Yagel,Reuven Bakalash,1
Roni Yagel,I. Spector,1
Roni Yagel,Qiang Zhang,1
Roni Yagel,Z. Shi,1
Roni Yagel,David S. Ebert,1
Roni Yagel,James N. Scott,1
Roni Yagel,Yair Kurzion,2
Roni Yagel,Shao-Chiung Lu,3
Roni Yagel,Alec B. Rebello,3
Roni Yagel,R. A. Miller,3
Roni Yagel,Klaus Mueller,3
Roni Yagel,Raj Shekhar,1
Roni Yagel,Elias Fayyad,1
Roni Yagel,J. Fredrick Cornhill,1
Roni Yagel,D. H. Cui,2
Roni Yagel,G. L. Kinzel,2
Roni Yagel,Torsten Möller,3
Roni Yagel,Raghu Machiraju,1
Roni Yagel,J. Edward Swan II,1
Roni Yagel,Naeem Shareef,1
Roni Yagel,Roger Crawfis,1
Reuven Bakalash,I. Spector,1
Lori L. Scarlatos,Theodosios Pavlidis,2
Hans Hagen,Thomas Schreiber,1
Hans Hagen,Ernst Gschwind,1
Hans Hagen,Stefanie Hahmann,1
Hans Hagen,Manfred Brill,1
Hans Hagen,Hans-Christian Rodrian,1
Hans Hagen,Wladimir Djatschin,1
Hans Hagen,Stanislav V. Klimenko,1
Hans Hagen,Gerik Scheuermann,7
Hans Hagen,Heinz Krüger,1
Hans Hagen,Martin Menzel,1
Hans Hagen,Alyn P. Rockwood,1
Hans Hagen,Holger Burbach,1
Hans Hagen,Xavier Tricoche,4
Hans Hagen,Ingrid Hotz,4
Hans Hagen,Tom Bobach,1
Hans Hagen,Karim Mahrous,1
Hans Hagen,Kenneth I. Joy,5
Hans Hagen,Wolfgang Kollmann,2
Hans Hagen,Gunther H. Weber,1
Hans Hagen,Christopher S. Co,1
Hans Hagen,Bjørn Heckel,1
Hans Hagen,Andreas Disch,1
Hans Hagen,Jochen Ehret,2
Hans Hagen,Ralf Klein,1
Hans Hagen,Sascha Köhn,1
Hans Hagen,Dirk Zeckzer,1
Hans Hagen,Michael Münchhofen,2
Hans Hagen,Achim Ebert,1
Hans Hagen,Lars Schuchardt,1
Hans Hagen,Heidrun Steinmetz,1
Hans Hagen,Gerhard Steinebach,1
Hans Hagen,Inga Scheler,1
Hans Hagen,Maja Ruby,1
Hans Hagen,Michael Wadlé,1
Hans Hagen,Louis Feng,1
Hans Hagen,Boris Jeremic,1
Hans Hagen,Martin Hering-Bertram,4
Hans Hagen,Eduard Deines,3
Hans Hagen,Jan Mohring,2
Hans Hagen,Jevgenijs Jegorovs,2
Hans Hagen,Robert S. Laramee,1
Hans Hagen,Christoph Garth,6
Hans Hagen,Helmut Doleisch,1
Hans Hagen,Jürgen Schneider,1
Hans Hagen,Helwig Hauser,1
Hans Hagen,Frank Michel,2
Hans Hagen,Florian Gerhardt,1
Hans Hagen,Michael Schlemmer,1
Hans Hagen,Manuel Heringer,1
Hans Hagen,Florian Morr,1
Hans Hagen,Aaron Knoll,1
Hans Hagen,Younis Hijazi,1
Hans Hagen,Rolf Westerteiger,2
Hans Hagen,Mathias Schott,1
Hans Hagen,Charles D. Hansen,1
Hans Hagen,Mathias Hummel,1
Hans Hagen,Jan Reininghaus,1
Hans Hagen,Natallia Kotava,1
Hans Hagen,David Günther,1
Hans Hagen,Jens Kasten,1
Hans Hagen,Tracy Compton,1
Hans Hagen,Tony Bernardin,1
Hans Hagen,Eric S. Cowgill,1
Hans Hagen,Klaus Gwinner,1
Hans Hagen,Andreas Gerndt,1
Hans Hagen,Daniel Engel,1
Hans Hagen,Klaus Greff,1
Hans Hagen,Keith Bein,1
Hans Hagen,Anthony S. Wexler,1
Hans Hagen,Simon Schröder,1
Hans Hagen,John A. Peterson,1
Hans Hagen,Harald Obermaier,1
Hans Hagen,Louise H. Kellogg,1
Hans Hagen,Jonathan Woodring,1
Hans Hagen,Mark Petersen,1
Hans Hagen,Andre Schmeißer,1
Hans Hagen,John Patchett,1
Hans Hagen,James P. Ahrens,1
Thomas Schreiber,Ernst Gschwind,1
Chieh-Cheng Yen,Keith W. Bedford,1
Chieh-Cheng Yen,Jill Kempf,1
Chieh-Cheng Yen,Robert E. Marshall,1
Keith W. Bedford,Jill Kempf,1
Keith W. Bedford,Robert E. Marshall,1
Jill Kempf,Robert E. Marshall,1
John C. Hart,Louis H. Kauffman,1
John C. Hart,Dan Sandin,1
John C. Hart,Alla Sheffer,1
John C. Hart,Yuntao Jia,1
John C. Hart,Jared Hoberock,1
John C. Hart,Michael Garland,1
Louis H. Kauffman,Dan Sandin,1
Louis H. Kauffman,Milana Huang,1
Louis H. Kauffman,Robert P. Grzeszczuk,1
Yan Ke,E. S. Panduranga,1
E. S. Panduranga,David P. Dobkin,1
E. S. Panduranga,M. Zhu,1
Jeffrey LeBlanc,Matthew O. Ward,1
Jeffrey LeBlanc,Norman Wittels,1
Matthew O. Ward,Norman Wittels,1
Matthew O. Ward,Kenneth P. Hinkley,1
Matthew O. Ward,Allen R. Martin,1
Matthew O. Ward,Chris Bentley,1
Matthew O. Ward,Ying-Huey Fua,2
Matthew O. Ward,Elke A. Rundensteiner,12
Matthew O. Ward,Jayesh Govindarajan,1
Matthew O. Ward,Jonathan Barnett,1
Matthew O. Ward,Jing Yang 0001,5
Matthew O. Ward,Wei Peng,2
Matthew O. Ward,Geraldine E. Rosario,1
Matthew O. Ward,David C. Brown,1
Matthew O. Ward,Theresa-Marie Rhyne,1
Matthew O. Ward,Melanie Tory,1
Matthew O. Ward,Tamara Munzner,1
Matthew O. Ward,Christopher R. Johnson 0001,1
Matthew O. Ward,David H. Laidlaw,1
Matthew O. Ward,Anilkumar Patro,1
Matthew O. Ward,Shiping Huang,2
Matthew O. Ward,Nishant K. Mehta,1
Matthew O. Ward,Qingguang Cui,1
Matthew O. Ward,Zaixian Xie,1
Matthew O. Ward,Jianping Fan 0001,1
Matthew O. Ward,Daniel Hubball,1
Matthew O. Ward,Yuli Gao,1
Matthew O. Ward,Hangzai Luo,1
Matthew O. Ward,William Ribarsky,1
Matthew O. Ward,Di Yang,1
Matthew O. Ward,Zhenyu Guo,2
Matthew O. Ward,Carolina Ruiz,1
Thomas A. Foley,David A. Lane,2
David A. Lane,David N. Kenwright,1
David A. Lane,Barry G. Becker,1
David A. Lane,Nelson L. Max,1
Ted Mihalisin,E. Grawlinksi,1
Ted Mihalisin,John Timlin,2
Ted Mihalisin,John Schwegler,2
Ted Mihalisin,Alfred Inselberg,1
Ted Mihalisin,Georges G. Grinstein,1
Ted Mihalisin,Hans Hinterberger,1
E. Grawlinksi,John Timlin,1
E. Grawlinksi,John Schwegler,1
John Timlin,John Schwegler,2
Ray J. Meyers,Michael B. Stephenson,1
J. L. Pajon,V. Bui Tran,1
David P. Dobkin,M. Zhu,1
David P. Dobkin,Ayellet Tal,1
Philip C. Hsu,John Staudhammer,1
Debra Dooley,Michael F. Cohen,1
Donald L. Brittain,Josh Aller,1
Donald L. Brittain,Michael Wilson,1
Donald L. Brittain,Sue-Ling C. Wang,1
Josh Aller,Michael Wilson,1
Josh Aller,Sue-Ling C. Wang,1
Michael Wilson,Sue-Ling C. Wang,1
Elizabeth M. Wenzel,Scott S. Fisher,1
Elizabeth M. Wenzel,Philip K. Stone,1
Elizabeth M. Wenzel,Scott H. Foster,1
Scott S. Fisher,Philip K. Stone,1
Scott S. Fisher,Scott H. Foster,1
Philip K. Stone,Scott H. Foster,1
Alyn P. Rockwood,Gerik Scheuermann,1
Alyn P. Rockwood,Heinz Krüger,1
Alyn P. Rockwood,Martin Menzel,1
Alyn P. Rockwood,Stephen Mann,1
Alfred Inselberg,Bernard Dimsdale,1
Alfred Inselberg,Georges G. Grinstein,2
Alfred Inselberg,Hans Hinterberger,1
Alfred Inselberg,Sharon J. Laskowski,1
Alfred Inselberg,Tova Avidan,1
Stephen L. Senft,Vincent J. Argio,1
Stephen L. Senft,William L. van Zandt,1
Vincent J. Argio,William L. van Zandt,1
Wayne E. Fordyce,Jeffrey Ventrella,1
Quentin E. Dolecek,K. Moorjani,1
Quentin E. Dolecek,B. F. Kim,1
Quentin E. Dolecek,D. G. Tilley,1
Quentin E. Dolecek,Thomas S. Denney Jr.,1
K. Moorjani,B. F. Kim,1
K. Moorjani,D. G. Tilley,1
K. Moorjani,Thomas S. Denney Jr.,1
B. F. Kim,D. G. Tilley,1
B. F. Kim,Thomas S. Denney Jr.,1
D. G. Tilley,Thomas S. Denney Jr.,1
Brian K. Christensen,Lisa M. Desjarlais,1
Deborah Silver,M. Gao,1
Deborah Silver,Norman J. Zabusky,2
Deborah Silver,Frank J. Post,1
Deborah Silver,Theo van Walsum,1
Deborah Silver,Frits H. Post,1
Deborah Silver,Xin Wang,2
Deborah Silver,Peter A. Rona,3
Deborah Silver,Karen G. Bemis,3
Deborah Silver,Deepak R. Kenchammana-Hosekote,1
Deborah Silver,Chengwei Feng,1
Deborah Silver,Kristina Santilli,1
Deborah Silver,Jamshed Dastur,1
Deborah Silver,Nicu D. Cornea,1
Deborah Silver,Patrick Min,1
Deborah Silver,Carlos D. Correa,3
Deborah Silver,Maria C. Velez,1
Deborah Silver,Marilyn Tremaine,1
Deborah Silver,Min Chen,1
Deborah Silver,Mi Chen,1
Deborah Silver,Jay Takle,1
Deborah Silver,Katrin Heitmann,1
M. Gao,Norman J. Zabusky,1
Steve Bryson,Creon Levit,1
Steve Bryson,David N. Kenwright,2
Steve Bryson,Michael J. Gerald-Yamasaki,1
Steve Bryson,Sandy Johan,1
Steve Bryson,Ming Wan,1
Steve Bryson,David C. Banks,1
Steve Bryson,Robert Haimes,1
Steve Bryson,Robert van Liere,1
Steve Bryson,Samuel P. Uselton,1
Creon Levit,T. Lasinski,1
Creon Levit,Meera M. Blattner,1
Creon Levit,Georges Grinstein,1
Creon Levit,Ephraim P. Glinert,1
Creon Levit,William Hill,1
Creon Levit,Stuart Smith,1
Paul Gene Swann,Sudhanshu Kumar Semwal,1
H. W. Park,K. S. Eo,1
H. W. Park,D. L. Kim,1
H. W. Park,B. K. Choi,1
H. W. Park,Yongmin Kim 0001,1
H. W. Park,T. Alexander,1
K. S. Eo,D. L. Kim,1
K. S. Eo,B. K. Choi,1
K. S. Eo,Yongmin Kim 0001,1
K. S. Eo,T. Alexander,1
D. L. Kim,B. K. Choi,1
D. L. Kim,Yongmin Kim 0001,1
D. L. Kim,T. Alexander,1
B. K. Choi,Yongmin Kim 0001,1
B. K. Choi,T. Alexander,1
Yongmin Kim 0001,T. Alexander,1
Peter Schröder,James B. Salem,1
Peter Schröder,Zoë J. Wood,1
Peter Schröder,Mathieu Desbrun,1
Peter Schröder,Nathan Litke,1
Peter Schröder,Adi Levin,1
Peter Schröder,Eitan Grinspun,1
Peter Schröder,Steven Schkolne,1
Peter Schröder,Hiroshi Ishii,1
Terry S. Yoo,Ulrich Neumann,1
Terry S. Yoo,Henry Fuchs,1
Terry S. Yoo,Stephen M. Pizer,1
Terry S. Yoo,Tim J. Cullip,1
Terry S. Yoo,John Rhoades,1
Terry S. Yoo,Ross T. Whitaker,1
Terry S. Yoo,Penny Rheingans,2
Terry S. Yoo,Bradley C. Lowekamp,1
Terry S. Yoo,Raghu Machiraju,1
Terry S. Yoo,Christopher R. Johnson 0001,1
Terry S. Yoo,Roger Crawfis,1
Terry S. Yoo,David S. Ebert,1
Terry S. Yoo,Don Stredney,1
Ulrich Neumann,Henry Fuchs,1
Ulrich Neumann,Stephen M. Pizer,1
Ulrich Neumann,Tim J. Cullip,1
Ulrich Neumann,John Rhoades,1
Ulrich Neumann,Ross T. Whitaker,1
Henry Fuchs,Stephen M. Pizer,3
Henry Fuchs,Tim J. Cullip,1
Henry Fuchs,John Rhoades,1
Henry Fuchs,Ross T. Whitaker,1
Henry Fuchs,Andrei State,2
Henry Fuchs,David T. Chen,1
Henry Fuchs,Chris Tector,1
Henry Fuchs,Andrew Brandt,1
Henry Fuchs,Hong Chen,1
Henry Fuchs,Ryutarou Ohbuchi,1
Henry Fuchs,Michael Bajura,1
Henry Fuchs,Victoria Interrante,2
Henry Fuchs,William F. Garrett,1
Henry Fuchs,Mary C. Whitton,1
Henry Fuchs,Ramesh Raskar,1
Henry Fuchs,Michael S. Brown,1
Henry Fuchs,Ruigang Yang,1
Henry Fuchs,Wei-Chao Chen,2
Henry Fuchs,Greg Welch,2
Henry Fuchs,Herman Towles,2
Henry Fuchs,W. Brent Seales,1
Henry Fuchs,Lars S. Nyland,1
Stephen M. Pizer,Tim J. Cullip,1
Stephen M. Pizer,John Rhoades,1
